FILENAME,THEM,YOU,CLAUSE,LABEL,PARTY,sublabel
Google_Construction_Agreement.txt,Contractor,Owner,"C.	When Owner's Project requirements have been sufficiently identified, the Contractor shall prepare, and periodically update, a preliminary Project schedule consistent with the schedule of Project milestones attached as Exhibit C to this Agreement (the "" Project Milestones "") for review by the Owner, the Architect and engineers or other consultants hired or retained directly by Owner (collectively, "" Owner's Consultants ""), and for the Owner's approval.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,The Contractor shall obtain approval of the Architect and Owner's Consultants for the portion of the preliminary Project schedule relating to the performance of their respective services.,R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"The Contractor shall coordinate and integrate the preliminary Project schedule with the services and activities of the Owner, Architect, Owner's Consultants and Contractor.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"If preliminary Project schedule updates indicate that previously approved schedules may not be met, the Contractor shall make appropriate recommendations to the Owner and Architect. ",R,T,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"D.	At Owner's request, the Contractor shall make recommendations to the Owner and Architect regarding the phased issuance of Drawings and Specifications to facilitate phased construction of the Work, taking into consideration such factors as economies, time of performance, availability of labor and materials, and provisions for temporary facilities. ",R,T,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"E.	When the Owner has sufficiently identified the Project requirements and the Architect has prepared other basic design criteria, the Contractor shall prepare, for the review of the Architect and Owner's Consultants and approval of the Owner, a preliminary cost estimate utilizing 3D BIM modeling, area, volume or similar conceptual estimating techniques.",R,T,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"When Schematic Design Documents have been prepared by the Architect and approved by the Owner, the Contractor shall prepare, for the review of the Architect and Owner's Consultants and approval of the Owner, a more detailed estimate with supporting data.",R,T,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"During the preparation of the Design Development Documents, the Contractor shall update and refine this estimate at appropriate intervals as designated by the Owner.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"When Design Development Documents have been prepared by the Architect, the Contractor shall prepare a detailed estimate with supporting data for review by the Architect and Owner's Consultants and approval by the Owner.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"During the preparation of the Construction Documents, the Contractor shall update and refine this estimate at appropriate intervals as designated by the Owner.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"If any estimate submitted to the Owner exceeds previously approved estimates or the Owner's budget or schedule, the Contractor shall make appropriate recommendations to the Owner and Architect to bring the project costs back to the approved budget and schedule. ",R,T,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"F.	The Contractor shall seek to develop subcontractor interest in the Project and shall furnish to the Owner, Architect and Owner's Consultants for their information a list of possible subcontractors, including suppliers who are to furnish materials or equipment fabricated to a special design, from whom proposals will be requested for each principal portion of the Work.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"The Contractor shall take all reasonable steps necessary to pre-qualify proposed bidders and shall maintain adequate records representing the results of the Contractor's pre-qualification process, which shall be made available to the Owner or its representatives upon request.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"G.	Contractor shall prepare for Owner's approval a complete list of work packages by trade, CSI division or other such categorization as agreed with Owner, describing the proposed method and timing of sourcing for each work package.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,Contractor shall be solely responsible for the adequacy of design executed by Contractor or its Subcontractors in employing any such alternate methods or materials. ,R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"For work packages which Contractor does not plan to competitively bid and with estimated value greater than $50,000.00, Contractor shall provide in writing as part of the Procurement Plan the rationale for not competitively bidding.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,Contractor shall obtain Owner's approval of the Procurement Plan as the basis for the procurement strategy in accordance with Article XI of this Agreement. ,R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"H.	The Contractor shall recommend to the Owner, Architect and Owner's Consultants a schedule for procurement of long-lead-time items which will constitute part of the Work as required to meet the Project schedule.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,Contractor shall also deliver to Owner all operating manuals for equipment installed as part of the Work. ,R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,The Contractor shall expedite the delivery of long-lead-time items. ,R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"If the Contractor recognizes that portions of the Drawings and Specifications are at variance therewith, the Contractor shall promptly notify the Architect and Owner in writing. ",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,The General Contractor will be responsible for the coordination of any Design Build Documents to verify that those drawings and specifications are coordinated with each other as well as with the drawings and specifications of other design team members.,R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"When the Drawings and Specifications are approximately ___TBAD______ninety percent (____%) (90%) complete, the Contractor shall propose a "" Guaranteed Maximum Price "", which shall be the sum of the estimated Cost of the Work and the Contractor's Fee.",R,T,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"As the Drawings and Specifications will not be fully complete at the time the Guaranteed Maximum Price proposal is prepared, the Contractor shall provide in the Guaranteed Maximum Price for further development of the Drawings and Specifications by the Architect that is consistent with the Contract Documents and reasonably inferable therefrom.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"If such Work is found not to be substantially in accordance with the requirements of this Agreement or any of the other Contract Documents, Contractor shall pay the cost of uncovering the Work.",R,T,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"Owner and Contractor shall jointly administer the Contingency, however Owner shall not unreasonably withhold approval of its use.",R,B,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"C.	Should errors, omissions, or discrepancies be discovered by Contractor in or between the Drawings and/or Specifications, or in the work done by others affecting the Work, the Contractor shall notify the Owner and the Architect at once and the Architect, subject to Owner's approval, shall instruct the Contractor regarding the manner in which Contractor is to proceed with respect to the Work so affected.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"Contractor shall notify the Owner monthly in writing prior to submitting each Application for Payment of any cost that Contractor proposes be charged to the Contingency, together with an explanation of the reason such cost is to be incurred.",R,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"At Contractor's request, Owner shall provide Contractor with copies of such lease documents, which copies may be redacted to exclude financial and other sensitive terms not relevant to Contractor's obligations hereunder. ",R,Y,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"If the Work is found satisfactory, Owner shall pay said cost.",R,Y,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"Owner and Contractor shall jointly administer the Contingency, however Owner shall not unreasonably withhold approval of its use.",R,B,ABSOLUTE_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,Microsoft has no responsibility in relation to third parties' additional terms of use.,R,T,NO_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,"If you don't agree to the changes, you must stop using the Services, cancel any paid Services by following the instructions in section 9.10, and close your Microsoft account.",R,Y,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,You must also comply with any other conditions we place on your right to any payment.,R,Y,ABSOLUTE_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,"You must then uninstall that software, or, alternatively, we may disable it.",R,Y,ABSOLUTE_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,You must cancel the Services before the renewal date to avoid being billed for the renewal.,R,Y,ABSOLUTE_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,"Additionally, paid services are subject to United States export laws and regulations with which you must comply.",R,Y,ABSOLUTE_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,""" When using the Services, you must abide by these terms ("" this Agreement "").",R,Y,ABSOLUTE_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,"If we make an error on your bill, you must tell us within 120 days after the error first appears on your bill.",R,Y,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
CenturyLink Inc_Services Agreement.txt,Tier 3,Customer,"Physical Security: Tier 3 will ensure 24x365 on-site security through the presence of a professional security guard in the data center at all times, charged with enforcing Tier 3's security policies.",R,T,ABSOLUTE_RESPONSIBILITY
CenturyLink Inc_Services Agreement.txt,Tier 3,Customer,Incident Reports: Tier 3 will provide Customer with an Incident Report via e-mail within twenty-four (24) hours of an incident for incidents resulting in greater than thirty (30) minutes of downtime.,R,T,ABSOLUTE_RESPONSIBILITY
Activision_Services Agreement.txt,Activision,you,YOU ARE SOLELY RESPONSIBLE FOR ANY THIRD PARTY COSTS YOU INCUR TO USE THE PRODUCT.,R,Y,ABSOLUTE_RESPONSIBILITY
Activision_Services Agreement.txt,Activision,you,YOU ARE RESPONSIBLE FOR ALL ACTIVITY ON YOUR ACCOUNT.,R,Y,ABSOLUTE_RESPONSIBILITY
Activision_Services Agreement.txt,Activision,you,"To the fullest extent permitted by applicable law, you are responsible for all use of your Account.",R,Y,ABSOLUTE_RESPONSIBILITY
Activision_Services Agreement.txt,Activision,you,"You must notify Activision immediately of any unauthorized use of your username, password, account information, or any other breach of security that you become aware of relating to your Account.",R,Y,ABSOLUTE_RESPONSIBILITY
Kerbal Space Program_TOS.txt,Squad,1,Squad is under no obligation to implement any given set of features prior to the final release for KSP or any future title.,R,T,NO_RESPONSIBILITY
Kerbal Space Program_TOS.txt,Squad,1,"Squad is not under any obligation to release any updates, expansions or titles at any time.",R,T,NO_RESPONSIBILITY
Kerbal Space Program_TOS.txt,Squad,1,"Squad is under no obligation to maintain any level of communication with the player community, choosing to do so at their own discretion.",R,T,NO_RESPONSIBILITY
Sony Online Entertainment LLC_TOS.txt,SOE,you,"In such case, you and not SOE shall be responsible for purchasing any necessary additional software and/or hardware in order to access and play those games.",R ***,Y,ABSOLUTE_RESPONSIBILITY
Sony Online Entertainment LLC_TOS.txt,SOE,you,"Notwithstanding the foregoing, SOE shall be free to bring any Claims, at its discretion, in any court of competent jurisdiction.",R,T,ABSOLUTE_RESPONSIBILITY
Zoetis_General Terms and Conditions.txt,Zoetis,you,Zoetis is not responsible for the content of any such referenced web sites or for the availability of or access to such web sites.,R,T,NO_RESPONSIBILITY
Zoetis_General Terms and Conditions.txt,Zoetis,you,"Zoetis is not responsible for any loss, theft or damage of any kind to any Uploads.",R,T,NO_RESPONSIBILITY
Acme Brick Company_General Terms and Conditions.txt,Acme,you,"Acme will not be responsible for any errors, omissions or results obtained from these websites.",R,T,NO_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,You must pay for all reasonable costs we incur to collect any past due amounts.,R L,Y,ABSOLUTE_LIABILITY
Activision_Services Agreement.txt,Activision,you,"As detailed in Section 2, you will provide Internet access necessary to use these services at your own cost and expenses.",R,Y,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"If Contractor fails to proceed within ten (10) days after written notice from Owner to comply with the terms of this paragraph, Owner may correct any defects in the Work and Contractor shall be liable for all reasonable costs of such corrective work. ",L,T,CONDITIONAL_LIABILITY
Google_Construction_Agreement.txt,Contractor,Owner,"Contractor shall bear the costs of correcting such rejected or non-conforming Work, including additional testing and inspections and compensation for Architect's services and expenses made necessary thereby. ",L,T,ABSOLUTE_LIABILITY
Google_Construction_Agreement.txt,Contractor,Owner,"With the exception of any loss or damage to the Work for which Owner is reimbursed under the insurance coverage described in Paragraph XIII.E.2 (a) below, Contractor shall be responsible for any loss or damage to the Work to be performed and furnished under this Agreement however caused, until final acceptance and payment by Owner.",L,T,ABSOLUTE_LIABILITY
Activision_Services Agreement.txt,Activision,you,"In such circumstances, Activision's liability will be limited to typical and foreseeable damages: in other circumstances Activision shall not be liable for acts of modest negligence.",L,T,NO_LIABILITY
Activision_Services Agreement.txt,Activision,you,You agree that Activision shall not be liable for any acts or omissions of such third parties.,L,T,ABSOLUTE_RESPONSIBILITY
Activision_Services Agreement.txt,Activision,you,"You agree that you shall not hold Activision liable for any loss or damage arising from the contents of any UGC (yours or another user's) including without limitation in respect of any defamation, harassment, or false endorsement claims.",L,T,NO_LIABILITY
Activision_Services Agreement.txt,Activision,you,"If you do decide to provide us with the requested information, you represent and warrant that you will provide only true, current and accurate information.",L,Y,CONDITIONAL_LIABILITY
Acme Brick Company_General Terms and Conditions.txt,Acme,you,Acme assumes no responsibility for and will not be liable in the event that another person learns your Password or uses your Password to cause damage to you.,L,T,NO_LIABILITY
yahoo.txt,Yahoo,you,You acknowledge that Yahoo reserves the right to log off accounts that are inactive for an extended period of time.,-,-,
yahoo.txt,Yahoo,you,"You acknowledge that Yahoo may establish general practices and limits concerning use of the Yahoo Services, including without limitation the maximum number of days that email messages, message board postings or other uploaded Content will be retained by the Yahoo Services, the maximum number of email messages that may be sent from or received by an account on the Yahoo Services, the maximum size of any email message that may be sent from or received by an account on the Yahoo Services, the maximum disk space that will be allotted on Yahoo's servers on your behalf, and the maximum number of times (and the maximum duration for which) you may access the Yahoo Services in a given period of time.",-,-,
yahoo.txt,Yahoo,you,"You acknowledge that Yahoo may or may not pre-screen Content, but that Yahoo and its designees shall have the right (but not the obligation) in their sole discretion to pre-screen, refuse, or remove any Content that is available via the Yahoo Services.",-,-,
yahoo.txt,Yahoo,you,"In this regard, you acknowledge that you may not rely on any Content created by Yahoo or submitted to Yahoo, including without limitation information in Yahoo Message Boards and in all other parts of the Yahoo Services.",-,-,
yahoo.txt,Yahoo,you,You must be at least 18 years of age to access and view such areas.,R,Y,ABSOLUTE_RESPONSIBILITY
yahoo.txt,Yahoo,you,"When you register with Yahoo, you acknowledge that in using the Yahoo Services to send electronic communications (including but not limited to email, search queries, sending messages to Yahoo Chat or Yahoo Groups, uploading photos and files to Flickr, and other Internet activities), you will be causing communications to be sent through Yahoo's computer networks, portions of which are located in California, Texas, Virginia, and other locations in the United States and portions of which are located abroad.",-,-,
Google_Construction_Agreement.txt,Contractor,Owner,"2. If the Owner or Contractor terminates the Contract pursuant to Paragraph XIV.A.1 prior to commencement of the Construction Phase, the Contractor shall be equitably compensated for Preconstruction Phase services properly performed prior to receipt of notice of termination; provided, however, that the compensation for such services shall not exceed the compensation set forth in Paragraph II.A above. ",R,T,ABSOLUTE_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,YOU ACKNOWLEDGE THAT COMPUTER AND TELECOMMUNICATIONS SYSTEMS AREN'T FAULT-FREE AND OCCASIONAL PERIODS OF DOWNTIME OCCUR.,-,Y,ABSOLUTE_RESPONSIBILITY
microsoft_services-agreement.txt,Microsoft,you,You may not assign this Agreement or transfer any rights to use the Services.,R,Y,ABSOLUTE_RESPONSIBILITY
Activision_Services Agreement.txt,Activision,you,"3. You may not sell the Product or Service Provided Content, including but not limited to in-game items or currency for "" real "" money, or exchange those items or currency for value outside of the Product.",R,Y,ABSOLUTE_RESPONSIBILITY
Zumiez_General Terms and Conditions.txt,Zumiez,you,You acknowledge that Zumiez does not guarantee any confidentiality with respect to any User Content.,-,Y,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"Notwithstanding anything in the Agreement or any of the other Contract Documents to the contrary, Owner shall be entitled to review and audit all insurance, Sub Guard and bond costs, labor costs, amounts of fixed price subcontracts and amounts of lump sum Change Orders, provided that such audit right shall be for the purpose of reviewing relevant documentation and verifying that invoices are in compliance with the Contract Documents; such audit right shall not be deemed to permit Owner to dispute labor rates, insurance and bond rates, amounts of fixed price subcontracts or amounts of lump sum Change Orders to the extent the same have been agreed upon in advance by Owner pursuant to the terms of the Agreement, provided the same are correctly reflected in Contractor's invoices.",-,Y,ABSOLUTE_RESPONSIBILITY
peter_ica.txt,Contractor,Customer,"The Contractor and the Customer acknowledge that this Agreement does not create a partnership or joint venture between them, and is exclusively a contract for service. ",-,-,
yahoo.txt,Yahoo,you,You agree that Yahoo shall not be responsible or liable for any loss or damage of any sort incurred as the result of any such dealings or as the result of the presence of such advertisers on the Yahoo Services.,-,T,NO_RESPONSIBILITY
yahoo.txt,Yahoo,you,"By accessing and using the Yahoo Services, you accept and agree to be bound by the terms and provision of the TOS.In addition, when using particular Yahoo owned or operated services, you and Yahoo shall be subject to any posted guidelines or rules applicable to such services, which may be posted and modified from time to time.",-,T,ABSOLUTE_RESPONSIBILITY
yahoo.txt,Yahoo,you,"Yahoo and its licensors shall not be responsible or liable for the accuracy, usefulness or availability of any information transmitted or made available via the Yahoo Services, and shall not be responsible or liable for any trading or investment decisions based on such information.",-,T,NO_RESPONSIBILITY
yahoo.txt,Yahoo,you,You agree that Yahoo has no responsibility or liability for the deletion or failure to store any messages and other communications or other Content maintained or transmitted by the Yahoo Services.,-,T,NO_RESPONSIBILITY
yahoo.txt,Yahoo,you,"You further acknowledge and agree that Yahoo shall not be responsible or liable, directly or indirectly, for any damage or loss caused or alleged to be caused by or in connection with use of or reliance on any such Content, goods or services available on or through any such site or resource.",-,T,NO_RESPONSIBILITY
yahoo.txt,Yahoo,you,"You understand and agree that the Yahoo Services is provided "" AS-IS "" and that Yahoo assumes no responsibility for the timeliness, deletion, mis-delivery or failure to store any user communications or personalization settings.",-,T,NO_RESPONSIBILITY
yahoo.txt,Yahoo,you,"You acknowledge and agree that Yahoo is not responsible for the availability of such external sites or resources, and does not endorse and is not responsible or liable for any Content, advertising, products or other materials on or available from such sites or resources.",-,T,NO_RESPONSIBILITY
yahoo.txt,Yahoo,you,"You agree that Yahoo shall not be liable to you or to any third party for any modification, suspension or discontinuance of the Yahoo Services (or any part thereof).",-,T,ABSOLUTE_RESPONSIBILITY
yahoo.txt,Yahoo,you,"Further, you agree that all terminations, limitations of access and suspensions for cause shall be made in Yahoo's sole discretion and that Yahoo shall not be liable to you or any third party for any termination of your account, any associated email address, or access to the Yahoo Services.",-,T,ABSOLUTE_RESPONSIBILITY
yahoo.txt,Yahoo,you,"Accordingly, by agreeing to this TOS, you acknowledge that use of the service results in interstate data transmissions.",-,Y,ABSOLUTE_RESPONSIBILITY
yahoo.txt,Yahoo,you,You agree that Yahoo shall not be responsible or liable for any loss or damage of any sort incurred as the result of any such dealings or as the result of the presence of such advertisers on the Yahoo Services.,-,Y,NO_RESPONSIBILITY
yahoo.txt,Yahoo,you,"You further acknowledge and agree that Yahoo shall not be responsible or liable, directly or indirectly, for any damage or loss caused or alleged to be caused by or in connection with use of or reliance on any such Content, goods or services available on or through any such site or resource.",-,Y,NO_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,Contractor shall not be entitled to any compensation for such Work except as expressly provided in this Agreement.,-,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"If the Contract should be terminated as provided in Subparagraph 1 or 2 above, Contractor shall be entitled to receive payment for Work satisfactorily completed and the portion of Contractor's Fee equal to the percentage of the Work satisfactorily completed as of the effective date of such termination, but in no event to exceed the amount Contractor would have been entitled to receive pursuant to Paragraphs XIV.A.2 and XIV.A.3 above, and subject to the Guaranteed Maximum Price. ",-,T,CONDITIONAL_ABSOLUTE_RESPONSIBILITY
OWC Pro IT Services_General Terms and Conditions.txt,NovaStor,Purchaser,NovaStor shall have and retain all intellectual property rights in any developments or improvements to such software.,-,T,ABSOLUTE_RESPONSIBILITY
Buildscale Agreement,Buildscale,You,"You acknowledge and agree that Buildscale is not responsible for preventing or identifying infringement of intellectual property rights or other violations associations with any Content available on the Services, and Buildscale assumes no responsibility for screening or monitoring for possible (i) infringement or enforcing Your rights or third party rights with respect to any Content (including, but not limited to, Your Content), (ii) unlawful, inappropriate or unpermitted use, (iii) libel, falsehoods, errors or omissions contained in any Content, or (iv) noncompliance with Applicable Laws.",-,T,NO_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"D.	Contractor shall at all times inform Owner and Architect of the existence of any defects and/or bad workmanship and shall submit proposals to Owner for the acceptance, repair or removal of the defective materials, elements or construction.",,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"Contractor shall not unreasonably withhold its consent to any request by Owner to apply available Contingency funds to costs which might otherwise entitle Contractor to an increase in the Guaranteed Maximum Price (referred to herein as "" Owner Utilized Contingency Funds "").",,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"K.	The Contractor shall include with the Guaranteed Maximum Price proposal a written statement of its basis, which shall include: ",,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"A. Assignment: Contractor shall not assign this Agreement, nor shall Contractor assign any monies due or to become due to Contractor hereunder, without the prior written consent of Owner, which consent may be withheld in Owner's sole discretion.",,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,Contractor shall execute all consents reasonably required to facilitate any assignment by Owner.,,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"L.	The Contractor shall meet with the Owner, Architect and, at Owner's election, Owner's Consultants to review the Guaranteed Maximum Price proposal and the written statement of its basis.",,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"Prior to the Owner's acceptance of the Contractor's Guaranteed Maximum Price proposal and issuance of a Notice to Proceed, the Contractor shall not incur any cost to be reimbursed as part of the Cost of the Work, except as the Owner may specifically authorize in writing.",,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"Upon acceptance by the Owner of the Guaranteed Maximum Price proposal, the Guaranteed Maximum Price and its basis, as well as the date by which the Contractor shall achieve Substantial Completion of the entire Work, shall be set forth in an amendment to this Agreement, substantially in the form of Exhibit D attached hereto, and executed by both the Owner and the Contractor (the "" Amendment ""). ",,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,The Contractor shall promptly notify the Architect and Owner if such revised Drawings and Specifications are inconsistent with the agreed-upon assumptions and clarifications. ,,T,ABSOLUTE_RESPONSIBILITY
Google_Construction_Agreement.txt,Contractor,Owner,"B. Promptly after the Owner's acceptance of the Guaranteed Maximum Price proposal, the Contractor shall prepare and submit for Owner's approval a critical path method construction schedule for the entire Work (the "" Construction Schedule ""), which Construction Schedule shall be consistent with the Project Milestones and the Project schedule.",,T,ABSOLUTE_RESPONSIBILITY
